Academic_Year,Term,Course_ID,Course_Title,Section_ID,Enrolled_Count,class_size_status
2020-21,Fall,C00015,Management UG Course 15,SEC000884,1,Underfilled
2020-21,Fall,C00016,Management UG Course 16,SEC000885,5,Underfilled
2020-21,Fall,C00017,Management UG Course 17,SEC000886,8,Underfilled
2020-21,Fall,C00019,Management UG Course 19,SEC000887,2,Underfilled
2020-21,Fall,C00020,Management UG Course 20,SEC000888,4,Underfilled
2020-21,Fall,C00021,Management UG Course 21,SEC000889,1,Underfilled
2020-21,Fall,C00022,Management UG Course 22,SEC000890,44,Overfilled
2020-21,Fall,C00022,Management UG Course 22,SEC000891,43,Overfilled
2020-21,Fall,C00022,Management UG Course 22,SEC000892,43,Overfilled
2020-21,Fall,C00024,Management UG Course 24,SEC000893,3,Underfilled
2020-21,Fall,C00025,Management UG Course 25,SEC000894,3,Underfilled
2020-21,Fall,C00026,Management UG Course 26,SEC000895,1,Underfilled
2020-21,Fall,C00027,Management UG Course 27,SEC000896,6,Underfilled
2020-21,Fall,C00029,Management UG Course 29,SEC000897,3,Underfilled
2020-21,Fall,C00030,Management UG Course 30,SEC000898,38,Overfilled
2020-21,Fall,C00030,Management UG Course 30,SEC000899,38,Overfilled
2020-21,Fall,C00030,Management UG Course 30,SEC000900,38,Overfilled
2020-21,Fall,C00031,Management UG Course 31,SEC000901,5,Underfilled
2020-21,Fall,C00032,Management UG Course 32,SEC000902,5,Underfilled
2020-21,Fall,C00033,Management UG Course 33,SEC000903,50,Overfilled
2020-21,Fall,C00033,Management UG Course 33,SEC000904,50,Overfilled
2020-21,Fall,C00034,Management UG Course 34,SEC000905,14,Underfilled
2020-21,Fall,C00035,Management UG Course 35,SEC000906,5,Underfilled
2020-21,Fall,C00039,Management UG Course 39,SEC000907,8,Underfilled
2020-21,Fall,C00040,Management UG Course 40,SEC000908,2,Underfilled
2020-21,Fall,C00055,Finance UG Course 1,SEC000909,2,Underfilled
2020-21,Fall,C00056,Finance UG Course 2,SEC000910,3,Underfilled
2020-21,Fall,C00057,Finance UG Course 3,SEC000911,4,Underfilled
2020-21,Fall,C00058,Finance UG Course 4,SEC000912,4,Underfilled
2020-21,Fall,C00060,Finance UG Course 6,SEC000913,3,Underfilled
2020-21,Fall,C00061,Finance UG Course 7,SEC000914,3,Underfilled
2020-21,Fall,C00062,Finance UG Course 8,SEC000915,4,Underfilled
2020-21,Fall,C00063,Finance UG Course 9,SEC000916,4,Underfilled
2020-21,Fall,C00064,Finance UG Course 10,SEC000917,2,Underfilled
2020-21,Fall,C00065,Finance UG Course 11,SEC000918,2,Underfilled
2020-21,Fall,C00068,Finance UG Course 14,SEC000919,2,Underfilled
2020-21,Fall,C00069,Finance UG Course 15,SEC000920,1,Underfilled
2020-21,Fall,C00070,Finance UG Course 16,SEC000921,5,Underfilled
2020-21,Fall,C00071,Finance UG Course 17,SEC000922,1,Underfilled
2020-21,Fall,C00072,Finance UG Course 18,SEC000923,5,Underfilled
2020-21,Fall,C00073,Finance UG Course 19,SEC000924,36,Overfilled
2020-21,Fall,C00073,Finance UG Course 19,SEC000925,36,Overfilled
2020-21,Fall,C00073,Finance UG Course 19,SEC000926,36,Overfilled
2020-21,Fall,C00074,Finance UG Course 20,SEC000927,6,Underfilled
2020-21,Fall,C00075,Finance UG Course 21,SEC000928,3,Underfilled
2020-21,Fall,C00076,Finance UG Course 22,SEC000929,4,Underfilled
2020-21,Fall,C00077,Finance UG Course 23,SEC000930,2,Underfilled
2020-21,Fall,C00078,Finance UG Course 24,SEC000931,1,Underfilled
2020-21,Fall,C00079,Finance UG Course 25,SEC000932,2,Underfilled
2020-21,Fall,C00080,Finance UG Course 26,SEC000933,2,Underfilled
2020-21,Fall,C00081,Finance UG Course 27,SEC000934,8,Underfilled
2020-21,Fall,C00083,Finance UG Course 29,SEC000935,3,Underfilled
2020-21,Fall,C00084,Finance UG Course 30,SEC000936,5,Underfilled
2020-21,Fall,C00085,Finance UG Course 31,SEC000937,2,Underfilled
2020-21,Fall,C00087,Finance UG Course 33,SEC000938,4,Underfilled
2020-21,Fall,C00088,Finance UG Course 34,SEC000939,5,Underfilled
2020-21,Fall,C00090,Finance UG Course 36,SEC000940,3,Underfilled
2020-21,Fall,C00092,Finance UG Course 38,SEC000941,8,Underfilled
2020-21,Fall,C00093,Finance UG Course 39,SEC000942,1,Underfilled
2020-21,Fall,C00109,Marketing UG Course 1,SEC000943,7,Underfilled
2020-21,Fall,C00110,Marketing UG Course 2,SEC000944,1,Underfilled
2020-21,Fall,C00111,Marketing UG Course 3,SEC000945,3,Underfilled
2020-21,Fall,C00114,Marketing UG Course 6,SEC000946,8,Underfilled
2020-21,Fall,C00115,Marketing UG Course 7,SEC000947,2,Underfilled
2020-21,Fall,C00116,Marketing UG Course 8,SEC000948,4,Underfilled
2020-21,Fall,C00117,Marketing UG Course 9,SEC000949,1,Underfilled
2020-21,Fall,C00119,Marketing UG Course 11,SEC000950,2,Underfilled
2020-21,Fall,C00122,Marketing UG Course 14,SEC000951,8,Underfilled
2020-21,Fall,C00123,Marketing UG Course 15,SEC000952,38,Overfilled
2020-21,Fall,C00123,Marketing UG Course 15,SEC000953,38,Overfilled
2020-21,Fall,C00123,Marketing UG Course 15,SEC000954,38,Overfilled
2020-21,Fall,C00126,Marketing UG Course 18,SEC000955,4,Underfilled
2020-21,Fall,C00127,Marketing UG Course 19,SEC000956,3,Underfilled
2020-21,Fall,C00128,Marketing UG Course 20,SEC000957,6,Underfilled
2020-21,Fall,C00129,Marketing UG Course 21,SEC000958,4,Underfilled
2020-21,Fall,C00131,Marketing UG Course 23,SEC000959,8,Underfilled
2020-21,Fall,C00134,Marketing UG Course 26,SEC000960,6,Underfilled
2020-21,Fall,C00135,Marketing UG Course 27,SEC000961,2,Underfilled
2020-21,Fall,C00137,Marketing UG Course 29,SEC000962,2,Underfilled
2020-21,Fall,C00138,Marketing UG Course 30,SEC000963,7,Underfilled
2020-21,Fall,C00139,Marketing UG Course 31,SEC000964,1,Underfilled
2020-21,Fall,C00141,Marketing UG Course 33,SEC000965,7,Underfilled
2020-21,Fall,C00142,Marketing UG Course 34,SEC000966,7,Underfilled
2020-21,Fall,C00145,Marketing UG Course 37,SEC000967,8,Underfilled
2020-21,Fall,C00146,Marketing UG Course 38,SEC000968,1,Underfilled
2020-21,Fall,C00147,Marketing UG Course 39,SEC000969,5,Underfilled
2020-21,Fall,C00163,Civil UG Course 1,SEC000970,5,Underfilled
2020-21,Fall,C00166,Civil UG Course 4,SEC000971,1,Underfilled
2020-21,Fall,C00167,Civil UG Course 5,SEC000972,6,Underfilled
2020-21,Fall,C00168,Civil UG Course 6,SEC000973,2,Underfilled
2020-21,Fall,C00169,Civil UG Course 7,SEC000974,3,Underfilled
2020-21,Fall,C00171,Civil UG Course 9,SEC000975,3,Underfilled
2020-21,Fall,C00172,Civil UG Course 10,SEC000976,3,Underfilled
2020-21,Fall,C00174,Civil UG Course 12,SEC000977,5,Underfilled
2020-21,Fall,C00175,Civil UG Course 13,SEC000978,3,Underfilled
2020-21,Fall,C00176,Civil UG Course 14,SEC000979,3,Underfilled
2020-21,Fall,C00177,Civil UG Course 15,SEC000980,2,Underfilled
2020-21,Fall,C00179,Civil UG Course 17,SEC000981,4,Underfilled
2020-21,Fall,C00180,Civil UG Course 18,SEC000982,5,Underfilled
2020-21,Fall,C00181,Civil UG Course 19,SEC000983,2,Underfilled
2020-21,Fall,C00182,Civil UG Course 20,SEC000984,8,Underfilled
2020-21,Fall,C00186,Civil UG Course 24,SEC000985,9,Underfilled
2020-21,Fall,C00188,Civil UG Course 26,SEC000986,2,Underfilled
2020-21,Fall,C00189,Civil UG Course 27,SEC000987,4,Underfilled
2020-21,Fall,C00191,Civil UG Course 29,SEC000988,5,Underfilled
2020-21,Fall,C00193,Civil UG Course 31,SEC000989,3,Underfilled
2020-21,Fall,C00195,Civil UG Course 33,SEC000990,10,Underfilled
2020-21,Fall,C00196,Civil UG Course 34,SEC000991,8,Underfilled
2020-21,Fall,C00197,Civil UG Course 35,SEC000992,3,Underfilled
2020-21,Fall,C00198,Civil UG Course 36,SEC000993,3,Underfilled
2020-21,Fall,C00199,Civil UG Course 37,SEC000994,1,Underfilled
2020-21,Fall,C00200,Civil UG Course 38,SEC000995,7,Underfilled
2020-21,Fall,C00201,Civil UG Course 39,SEC000996,1,Underfilled
2020-21,Fall,C00202,Civil UG Course 40,SEC000997,2,Underfilled
2020-21,Fall,C00203,Civil PG Course 1,SEC000998,1,Underfilled
2020-21,Fall,C00204,Civil PG Course 2,SEC000999,18,Underfilled
2020-21,Fall,C00206,Civil PG Course 4,SEC001000,26,Optimal
2020-21,Fall,C00209,Civil PG Course 7,SEC001001,1,Underfilled
2020-21,Fall,C00210,Civil PG Course 8,SEC001002,23,Optimal
2020-21,Fall,C00213,Civil PG Course 11,SEC001003,23,Optimal
2020-21,Fall,C00214,Civil PG Course 12,SEC001004,22,Optimal
2020-21,Fall,C00218,Mechanical UG Course 2,SEC001005,5,Underfilled
2020-21,Fall,C00219,Mechanical UG Course 3,SEC001006,5,Underfilled
2020-21,Fall,C00220,Mechanical UG Course 4,SEC001007,2,Underfilled
2020-21,Fall,C00224,Mechanical UG Course 8,SEC001008,4,Underfilled
2020-21,Fall,C00226,Mechanical UG Course 10,SEC001009,2,Underfilled
2020-21,Fall,C00227,Mechanical UG Course 11,SEC001010,26,Optimal
2020-21,Fall,C00227,Mechanical UG Course 11,SEC001011,26,Optimal
2020-21,Fall,C00230,Mechanical UG Course 14,SEC001012,1,Underfilled
2020-21,Fall,C00232,Mechanical UG Course 16,SEC001013,3,Underfilled
2020-21,Fall,C00233,Mechanical UG Course 17,SEC001014,5,Underfilled
2020-21,Fall,C00235,Mechanical UG Course 19,SEC001015,2,Underfilled
2020-21,Fall,C00236,Mechanical UG Course 20,SEC001016,5,Underfilled
2020-21,Fall,C00237,Mechanical UG Course 21,SEC001017,1,Underfilled
2020-21,Fall,C00238,Mechanical UG Course 22,SEC001018,4,Underfilled
2020-21,Fall,C00242,Mechanical UG Course 26,SEC001019,3,Underfilled
2020-21,Fall,C00243,Mechanical UG Course 27,SEC001020,4,Underfilled
2020-21,Fall,C00244,Mechanical UG Course 28,SEC001021,1,Underfilled
2020-21,Fall,C00245,Mechanical UG Course 29,SEC001022,5,Underfilled
2020-21,Fall,C00249,Mechanical UG Course 33,SEC001023,5,Underfilled
2020-21,Fall,C00250,Mechanical UG Course 34,SEC001024,7,Underfilled
2020-21,Fall,C00251,Mechanical UG Course 35,SEC001025,3,Underfilled
2020-21,Fall,C00253,Mechanical UG Course 37,SEC001026,25,Optimal
2020-21,Fall,C00253,Mechanical UG Course 37,SEC001027,24,Optimal
2020-21,Fall,C00257,Mechanical PG Course 1,SEC001028,18,Underfilled
2020-21,Fall,C00259,Mechanical PG Course 3,SEC001029,2,Underfilled
2020-21,Fall,C00260,Mechanical PG Course 4,SEC001030,11,Underfilled
2020-21,Fall,C00264,Mechanical PG Course 8,SEC001031,9,Underfilled
2020-21,Fall,C00265,Mechanical PG Course 9,SEC001032,3,Underfilled
2020-21,Fall,C00266,Mechanical PG Course 10,SEC001033,4,Underfilled
2020-21,Fall,C00268,Mechanical PG Course 12,SEC001034,6,Underfilled
2020-21,Fall,C00269,Mechanical PG Course 13,SEC001035,28,Optimal
2020-21,Fall,C00271,Electrical UG Course 1,SEC001036,1,Underfilled
2020-21,Fall,C00279,Electrical UG Course 9,SEC001037,1,Underfilled
2020-21,Fall,C00281,Electrical UG Course 11,SEC001038,2,Underfilled
2020-21,Fall,C00284,Electrical UG Course 14,SEC001039,27,Optimal
2020-21,Fall,C00284,Electrical UG Course 14,SEC001040,26,Optimal
2020-21,Fall,C00286,Electrical UG Course 16,SEC001041,2,Underfilled
2020-21,Fall,C00296,Electrical UG Course 26,SEC001042,26,Optimal
2020-21,Fall,C00296,Electrical UG Course 26,SEC001043,26,Optimal
2020-21,Fall,C00297,Electrical UG Course 27,SEC001044,1,Underfilled
2020-21,Fall,C00301,Electrical UG Course 31,SEC001045,30,Optimal
2020-21,Fall,C00301,Electrical UG Course 31,SEC001046,29,Optimal
2020-21,Fall,C00311,Electrical PG Course 1,SEC001047,8,Underfilled
2020-21,Fall,C00313,Electrical PG Course 3,SEC001048,8,Underfilled
2020-21,Fall,C00314,Electrical PG Course 4,SEC001049,9,Underfilled
2020-21,Fall,C00315,Electrical PG Course 5,SEC001050,4,Underfilled
2020-21,Fall,C00316,Electrical PG Course 6,SEC001051,6,Underfilled
2020-21,Fall,C00317,Electrical PG Course 7,SEC001052,14,Underfilled
2020-21,Fall,C00318,Electrical PG Course 8,SEC001053,32,Overfilled
2020-21,Fall,C00319,Electrical PG Course 9,SEC001054,7,Underfilled
2020-21,Fall,C00320,Electrical PG Course 10,SEC001055,10,Underfilled
2020-21,Fall,C00323,Electrical PG Course 13,SEC001056,30,Optimal
2020-21,Fall,C00324,Electrical PG Course 14,SEC001057,16,Underfilled
2020-21,Fall,C00325,Computer Science UG Course 1,SEC001058,2,Underfilled
2020-21,Fall,C00326,Computer Science UG Course 2,SEC001059,1,Underfilled
2020-21,Fall,C00327,Computer Science UG Course 3,SEC001060,5,Underfilled
2020-21,Fall,C00328,Computer Science UG Course 4,SEC001061,1,Underfilled
2020-21,Fall,C00329,Computer Science UG Course 5,SEC001062,7,Underfilled
2020-21,Fall,C00330,Computer Science UG Course 6,SEC001063,3,Underfilled
2020-21,Fall,C00331,Computer Science UG Course 7,SEC001064,1,Underfilled
2020-21,Fall,C00332,Computer Science UG Course 8,SEC001065,1,Underfilled
2020-21,Fall,C00333,Computer Science UG Course 9,SEC001066,30,Optimal
2020-21,Fall,C00333,Computer Science UG Course 9,SEC001067,30,Optimal
2020-21,Fall,C00333,Computer Science UG Course 9,SEC001068,29,Optimal
2020-21,Fall,C00335,Computer Science UG Course 11,SEC001069,5,Underfilled
2020-21,Fall,C00336,Computer Science UG Course 12,SEC001070,2,Underfilled
2020-21,Fall,C00337,Computer Science UG Course 13,SEC001071,2,Underfilled
2020-21,Fall,C00338,Computer Science UG Course 14,SEC001072,1,Underfilled
2020-21,Fall,C00340,Computer Science UG Course 16,SEC001073,1,Underfilled
2020-21,Fall,C00342,Computer Science UG Course 18,SEC001074,40,Overfilled
2020-21,Fall,C00342,Computer Science UG Course 18,SEC001075,40,Overfilled
2020-21,Fall,C00344,Computer Science UG Course 20,SEC001076,4,Underfilled
2020-21,Fall,C00345,Computer Science UG Course 21,SEC001077,3,Underfilled
2020-21,Fall,C00346,Computer Science UG Course 22,SEC001078,6,Underfilled
2020-21,Fall,C00347,Computer Science UG Course 23,SEC001079,2,Underfilled
2020-21,Fall,C00349,Computer Science UG Course 25,SEC001080,2,Underfilled
2020-21,Fall,C00350,Computer Science UG Course 26,SEC001081,5,Underfilled
2020-21,Fall,C00351,Computer Science UG Course 27,SEC001082,5,Underfilled
2020-21,Fall,C00352,Computer Science UG Course 28,SEC001083,2,Underfilled
2020-21,Fall,C00353,Computer Science UG Course 29,SEC001084,6,Underfilled
2020-21,Fall,C00354,Computer Science UG Course 30,SEC001085,1,Underfilled
2020-21,Fall,C00355,Computer Science UG Course 31,SEC001086,2,Underfilled
2020-21,Fall,C00356,Computer Science UG Course 32,SEC001087,4,Underfilled
2020-21,Fall,C00357,Computer Science UG Course 33,SEC001088,5,Underfilled
2020-21,Fall,C00360,Computer Science UG Course 36,SEC001089,1,Underfilled
2020-21,Fall,C00361,Computer Science UG Course 37,SEC001090,3,Underfilled
2020-21,Fall,C00362,Computer Science UG Course 38,SEC001091,4,Underfilled
2020-21,Fall,C00363,Computer Science UG Course 39,SEC001092,1,Underfilled
2020-21,Fall,C00364,Computer Science UG Course 40,SEC001093,4,Underfilled
2020-21,Fall,C00379,Data Science UG Course 1,SEC001094,1,Underfilled
2020-21,Fall,C00380,Data Science UG Course 2,SEC001095,3,Underfilled
2020-21,Fall,C00382,Data Science UG Course 4,SEC001096,6,Underfilled
2020-21,Fall,C00384,Data Science UG Course 6,SEC001097,5,Underfilled
2020-21,Fall,C00387,Data Science UG Course 9,SEC001098,8,Underfilled
2020-21,Fall,C00388,Data Science UG Course 10,SEC001099,1,Underfilled
2020-21,Fall,C00389,Data Science UG Course 11,SEC001100,9,Underfilled
2020-21,Fall,C00390,Data Science UG Course 12,SEC001101,4,Underfilled
2020-21,Fall,C00391,Data Science UG Course 13,SEC001102,3,Underfilled
2020-21,Fall,C00392,Data Science UG Course 14,SEC001103,4,Underfilled
2020-21,Fall,C00393,Data Science UG Course 15,SEC001104,9,Underfilled
2020-21,Fall,C00394,Data Science UG Course 16,SEC001105,3,Underfilled
2020-21,Fall,C00396,Data Science UG Course 18,SEC001106,5,Underfilled
2020-21,Fall,C00397,Data Science UG Course 19,SEC001107,5,Underfilled
2020-21,Fall,C00398,Data Science UG Course 20,SEC001108,3,Underfilled
2020-21,Fall,C00399,Data Science UG Course 21,SEC001109,3,Underfilled
2020-21,Fall,C00401,Data Science UG Course 23,SEC001110,37,Overfilled
2020-21,Fall,C00401,Data Science UG Course 23,SEC001111,37,Overfilled
2020-21,Fall,C00402,Data Science UG Course 24,SEC001112,5,Underfilled
2020-21,Fall,C00403,Data Science UG Course 25,SEC001113,1,Underfilled
2020-21,Fall,C00405,Data Science UG Course 27,SEC001114,4,Underfilled
2020-21,Fall,C00408,Data Science UG Course 30,SEC001115,39,Overfilled
2020-21,Fall,C00408,Data Science UG Course 30,SEC001116,39,Overfilled
2020-21,Fall,C00409,Data Science UG Course 31,SEC001117,3,Underfilled
2020-21,Fall,C00410,Data Science UG Course 32,SEC001118,5,Underfilled
2020-21,Fall,C00411,Data Science UG Course 33,SEC001119,6,Underfilled
2020-21,Fall,C00412,Data Science UG Course 34,SEC001120,3,Underfilled
2020-21,Fall,C00413,Data Science UG Course 35,SEC001121,2,Underfilled
2020-21,Fall,C00414,Data Science UG Course 36,SEC001122,31,Overfilled
2020-21,Fall,C00414,Data Science UG Course 36,SEC001123,31,Overfilled
2020-21,Fall,C00414,Data Science UG Course 36,SEC001124,30,Optimal
2020-21,Fall,C00417,Data Science UG Course 39,SEC001125,3,Underfilled
2020-21,Fall,C00418,Data Science UG Course 40,SEC001126,4,Underfilled
2020-21,Fall,C00424,Data Science PG Course 6,SEC001127,15,Underfilled
2020-21,Fall,C00427,Data Science PG Course 9,SEC001128,1,Underfilled
2020-21,Fall,C00434,Cybersecurity UG Course 2,SEC001129,1,Underfilled
2020-21,Fall,C00435,Cybersecurity UG Course 3,SEC001130,1,Underfilled
2020-21,Fall,C00437,Cybersecurity UG Course 5,SEC001131,6,Underfilled
2020-21,Fall,C00439,Cybersecurity UG Course 7,SEC001132,2,Underfilled
2020-21,Fall,C00442,Cybersecurity UG Course 10,SEC001133,1,Underfilled
2020-21,Fall,C00443,Cybersecurity UG Course 11,SEC001134,3,Underfilled
2020-21,Fall,C00444,Cybersecurity UG Course 12,SEC001135,1,Underfilled
2020-21,Fall,C00445,Cybersecurity UG Course 13,SEC001136,1,Underfilled
2020-21,Fall,C00446,Cybersecurity UG Course 14,SEC001137,1,Underfilled
2020-21,Fall,C00448,Cybersecurity UG Course 16,SEC001138,2,Underfilled
2020-21,Fall,C00451,Cybersecurity UG Course 19,SEC001139,2,Underfilled
2020-21,Fall,C00452,Cybersecurity UG Course 20,SEC001140,3,Underfilled
2020-21,Fall,C00454,Cybersecurity UG Course 22,SEC001141,4,Underfilled
2020-21,Fall,C00455,Cybersecurity UG Course 23,SEC001142,4,Underfilled
2020-21,Fall,C00457,Cybersecurity UG Course 25,SEC001143,3,Underfilled
2020-21,Fall,C00458,Cybersecurity UG Course 26,SEC001144,5,Underfilled
2020-21,Fall,C00459,Cybersecurity UG Course 27,SEC001145,1,Underfilled
2020-21,Fall,C00460,Cybersecurity UG Course 28,SEC001146,2,Underfilled
2020-21,Fall,C00462,Cybersecurity UG Course 30,SEC001147,6,Underfilled
2020-21,Fall,C00463,Cybersecurity UG Course 31,SEC001148,1,Underfilled
2020-21,Fall,C00465,Cybersecurity UG Course 33,SEC001149,3,Underfilled
2020-21,Fall,C00466,Cybersecurity UG Course 34,SEC001150,2,Underfilled
2020-21,Fall,C00467,Cybersecurity UG Course 35,SEC001151,3,Underfilled
2020-21,Fall,C00470,Cybersecurity UG Course 38,SEC001152,3,Underfilled
2020-21,Fall,C00472,Cybersecurity UG Course 40,SEC001153,6,Underfilled
2020-21,Fall,C00474,Cybersecurity PG Course 2,SEC001154,13,Underfilled
2020-21,Fall,C00475,Cybersecurity PG Course 3,SEC001155,7,Underfilled
2020-21,Fall,C00476,Cybersecurity PG Course 4,SEC001156,16,Underfilled
2020-21,Fall,C00480,Cybersecurity PG Course 8,SEC001157,12,Underfilled
2020-21,Fall,C00481,Cybersecurity PG Course 9,SEC001158,5,Underfilled
2020-21,Fall,C00483,Cybersecurity PG Course 11,SEC001159,18,Underfilled
2020-21,Fall,C00484,Cybersecurity PG Course 12,SEC001160,10,Underfilled
2020-21,Fall,C00485,Cybersecurity PG Course 13,SEC001161,5,Underfilled
2020-21,Fall,C00488,Nursing UG Course 2,SEC001162,1,Underfilled
2020-21,Fall,C00489,Nursing UG Course 3,SEC001163,3,Underfilled
2020-21,Fall,C00490,Nursing UG Course 4,SEC001164,31,Overfilled
2020-21,Fall,C00490,Nursing UG Course 4,SEC001165,31,Overfilled
2020-21,Fall,C00490,Nursing UG Course 4,SEC001166,31,Overfilled
2020-21,Fall,C00491,Nursing UG Course 5,SEC001167,1,Underfilled
2020-21,Fall,C00493,Nursing UG Course 7,SEC001168,7,Underfilled
2020-21,Fall,C00494,Nursing UG Course 8,SEC001169,1,Underfilled
2020-21,Fall,C00495,Nursing UG Course 9,SEC001170,26,Optimal
2020-21,Fall,C00495,Nursing UG Course 9,SEC001171,26,Optimal
2020-21,Fall,C00495,Nursing UG Course 9,SEC001172,25,Optimal
2020-21,Fall,C00495,Nursing UG Course 9,SEC001173,25,Optimal
2020-21,Fall,C00497,Nursing UG Course 11,SEC001174,7,Underfilled
2020-21,Fall,C00501,Nursing UG Course 15,SEC001175,3,Underfilled
2020-21,Fall,C00502,Nursing UG Course 16,SEC001176,1,Underfilled
2020-21,Fall,C00503,Nursing UG Course 17,SEC001177,1,Underfilled
2020-21,Fall,C00504,Nursing UG Course 18,SEC001178,3,Underfilled
2020-21,Fall,C00505,Nursing UG Course 19,SEC001179,2,Underfilled
2020-21,Fall,C00506,Nursing UG Course 20,SEC001180,3,Underfilled
2020-21,Fall,C00511,Nursing UG Course 25,SEC001181,6,Underfilled
2020-21,Fall,C00512,Nursing UG Course 26,SEC001182,1,Underfilled
2020-21,Fall,C00513,Nursing UG Course 27,SEC001183,1,Underfilled
2020-21,Fall,C00517,Nursing UG Course 31,SEC001184,29,Optimal
2020-21,Fall,C00517,Nursing UG Course 31,SEC001185,29,Optimal
2020-21,Fall,C00517,Nursing UG Course 31,SEC001186,29,Optimal
2020-21,Fall,C00517,Nursing UG Course 31,SEC001187,28,Optimal
2020-21,Fall,C00518,Nursing UG Course 32,SEC001188,7,Underfilled
2020-21,Fall,C00519,Nursing UG Course 33,SEC001189,1,Underfilled
2020-21,Fall,C00520,Nursing UG Course 34,SEC001190,27,Optimal
2020-21,Fall,C00520,Nursing UG Course 34,SEC001191,27,Optimal
2020-21,Fall,C00520,Nursing UG Course 34,SEC001192,27,Optimal
2020-21,Fall,C00520,Nursing UG Course 34,SEC001193,26,Optimal
2020-21,Fall,C00521,Nursing UG Course 35,SEC001194,5,Underfilled
2020-21,Fall,C00526,Nursing UG Course 40,SEC001195,2,Underfilled
2020-21,Fall,C00527,Nursing PG Course 1,SEC001196,5,Underfilled
2020-21,Fall,C00528,Nursing PG Course 2,SEC001197,6,Underfilled
2020-21,Fall,C00530,Nursing PG Course 4,SEC001198,22,Optimal
2020-21,Fall,C00531,Nursing PG Course 5,SEC001199,5,Underfilled
2020-21,Fall,C00534,Nursing PG Course 8,SEC001200,19,Underfilled
2020-21,Fall,C00536,Nursing PG Course 10,SEC001201,5,Underfilled
2020-21,Fall,C00537,Nursing PG Course 11,SEC001202,7,Underfilled
2020-21,Fall,C00539,Nursing PG Course 13,SEC001203,4,Underfilled
2020-21,Fall,C00541,Public Health UG Course 1,SEC001204,28,Optimal
2020-21,Fall,C00541,Public Health UG Course 1,SEC001205,27,Optimal
2020-21,Fall,C00541,Public Health UG Course 1,SEC001206,27,Optimal
2020-21,Fall,C00541,Public Health UG Course 1,SEC001207,27,Optimal
2020-21,Fall,C00543,Public Health UG Course 3,SEC001208,2,Underfilled
2020-21,Fall,C00545,Public Health UG Course 5,SEC001209,5,Underfilled
2020-21,Fall,C00547,Public Health UG Course 7,SEC001210,2,Underfilled
2020-21,Fall,C00548,Public Health UG Course 8,SEC001211,3,Underfilled
2020-21,Fall,C00549,Public Health UG Course 9,SEC001212,4,Underfilled
2020-21,Fall,C00551,Public Health UG Course 11,SEC001213,4,Underfilled
2020-21,Fall,C00554,Public Health UG Course 14,SEC001214,13,Underfilled
2020-21,Fall,C00555,Public Health UG Course 15,SEC001215,2,Underfilled
2020-21,Fall,C00556,Public Health UG Course 16,SEC001216,1,Underfilled
2020-21,Fall,C00558,Public Health UG Course 18,SEC001217,1,Underfilled
2020-21,Fall,C00561,Public Health UG Course 21,SEC001218,5,Underfilled
2020-21,Fall,C00563,Public Health UG Course 23,SEC001219,9,Underfilled
2020-21,Fall,C00564,Public Health UG Course 24,SEC001220,7,Underfilled
2020-21,Fall,C00566,Public Health UG Course 26,SEC001221,6,Underfilled
2020-21,Fall,C00567,Public Health UG Course 27,SEC001222,5,Underfilled
2020-21,Fall,C00568,Public Health UG Course 28,SEC001223,1,Underfilled
2020-21,Fall,C00570,Public Health UG Course 30,SEC001224,7,Underfilled
2020-21,Fall,C00571,Public Health UG Course 31,SEC001225,1,Underfilled
2020-21,Fall,C00574,Public Health UG Course 34,SEC001226,8,Underfilled
2020-21,Fall,C00575,Public Health UG Course 35,SEC001227,4,Underfilled
2020-21,Fall,C00577,Public Health UG Course 37,SEC001228,4,Underfilled
2020-21,Fall,C00578,Public Health UG Course 38,SEC001229,6,Underfilled
2020-21,Fall,C00579,Public Health UG Course 39,SEC001230,1,Underfilled
2020-21,Fall,C00580,Public Health UG Course 40,SEC001231,5,Underfilled
2020-21,Fall,C00582,Public Health PG Course 2,SEC001232,2,Underfilled
2020-21,Fall,C00589,Public Health PG Course 9,SEC001233,1,Underfilled
2020-21,Fall,C00595,Pharmacy UG Course 1,SEC001234,3,Underfilled
2020-21,Fall,C00596,Pharmacy UG Course 2,SEC001235,3,Underfilled
2020-21,Fall,C00597,Pharmacy UG Course 3,SEC001236,6,Underfilled
2020-21,Fall,C00598,Pharmacy UG Course 4,SEC001237,1,Underfilled
2020-21,Fall,C00599,Pharmacy UG Course 5,SEC001238,1,Underfilled
2020-21,Fall,C00600,Pharmacy UG Course 6,SEC001239,1,Underfilled
2020-21,Fall,C00602,Pharmacy UG Course 8,SEC001240,4,Underfilled
2020-21,Fall,C00603,Pharmacy UG Course 9,SEC001241,1,Underfilled
2020-21,Fall,C00604,Pharmacy UG Course 10,SEC001242,4,Underfilled
2020-21,Fall,C00608,Pharmacy UG Course 14,SEC001243,2,Underfilled
2020-21,Fall,C00609,Pharmacy UG Course 15,SEC001244,9,Underfilled
2020-21,Fall,C00610,Pharmacy UG Course 16,SEC001245,4,Underfilled
2020-21,Fall,C00611,Pharmacy UG Course 17,SEC001246,4,Underfilled
2020-21,Fall,C00612,Pharmacy UG Course 18,SEC001247,4,Underfilled
2020-21,Fall,C00613,Pharmacy UG Course 19,SEC001248,1,Underfilled
2020-21,Fall,C00614,Pharmacy UG Course 20,SEC001249,4,Underfilled
