Academic_Year,Term,Course_ID,Course_Title,total_sections,optimal_sections,pct_optimal
2020-21,Fall,C00597,Pharmacy UG Course 3,1,0,0
2020-21,Fall,C00598,Pharmacy UG Course 4,1,0,0
2020-21,Fall,C00599,Pharmacy UG Course 5,1,0,0
2020-21,Fall,C00600,Pharmacy UG Course 6,1,0,0
2020-21,Fall,C00602,Pharmacy UG Course 8,1,0,0
2020-21,Fall,C00603,Pharmacy UG Course 9,1,0,0
2020-21,Fall,C00604,Pharmacy UG Course 10,1,0,0
2020-21,Fall,C00608,Pharmacy UG Course 14,1,0,0
2020-21,Fall,C00609,Pharmacy UG Course 15,1,0,0
2020-21,Fall,C00610,Pharmacy UG Course 16,1,0,0
2020-21,Fall,C00611,Pharmacy UG Course 17,1,0,0
2020-21,Fall,C00612,Pharmacy UG Course 18,1,0,0
2020-21,Fall,C00613,Pharmacy UG Course 19,1,0,0
2020-21,Fall,C00614,Pharmacy UG Course 20,1,0,0
2020-21,Fall,C00615,Pharmacy UG Course 21,1,0,0
2020-21,Fall,C00616,Pharmacy UG Course 22,1,0,0
2020-21,Fall,C00617,Pharmacy UG Course 23,1,0,0
2020-21,Fall,C00620,Pharmacy UG Course 26,1,0,0
2020-21,Fall,C00621,Pharmacy UG Course 27,1,0,0
2020-21,Fall,C00622,Pharmacy UG Course 28,1,0,0
2020-21,Fall,C00625,Pharmacy UG Course 31,1,0,0
2020-21,Fall,C00626,Pharmacy UG Course 32,1,0,0
2020-21,Fall,C00627,Pharmacy UG Course 33,1,0,0
2020-21,Fall,C00628,Pharmacy UG Course 34,1,0,0
2020-21,Fall,C00629,Pharmacy UG Course 35,1,0,0
2020-21,Fall,C00630,Pharmacy UG Course 36,1,0,0
2020-21,Fall,C00633,Pharmacy UG Course 39,1,0,0
2020-21,Fall,C00634,Pharmacy UG Course 40,1,0,0
2020-21,Fall,C00642,Pharmacy PG Course 8,1,0,0
2020-21,Fall,C00643,Pharmacy PG Course 9,1,0,0
2020-21,Fall,C00644,Pharmacy PG Course 10,1,1,100
2020-21,Fall,C00650,Psychology UG Course 2,3,0,0
2020-21,Fall,C00651,Psychology UG Course 3,1,0,0
2020-21,Fall,C00652,Psychology UG Course 4,1,0,0
2020-21,Fall,C00657,Psychology UG Course 9,1,0,0
2020-21,Fall,C00658,Psychology UG Course 10,1,0,0
2020-21,Fall,C00659,Psychology UG Course 11,1,0,0
2020-21,Fall,C00660,Psychology UG Course 12,1,0,0
2020-21,Fall,C00661,Psychology UG Course 13,1,0,0
2020-21,Fall,C00662,Psychology UG Course 14,1,0,0
2020-21,Fall,C00663,Psychology UG Course 15,1,0,0
2020-21,Fall,C00664,Psychology UG Course 16,1,0,0
2020-21,Fall,C00666,Psychology UG Course 18,1,0,0
2020-21,Fall,C00667,Psychology UG Course 19,1,0,0
2020-21,Fall,C00668,Psychology UG Course 20,1,0,0
2020-21,Fall,C00669,Psychology UG Course 21,1,0,0
2020-21,Fall,C00670,Psychology UG Course 22,1,0,0
2020-21,Fall,C00671,Psychology UG Course 23,1,0,0
2020-21,Fall,C00673,Psychology UG Course 25,1,0,0
2020-21,Fall,C00674,Psychology UG Course 26,1,0,0
2020-21,Fall,C00675,Psychology UG Course 27,1,0,0
2020-21,Fall,C00676,Psychology UG Course 28,1,0,0
2020-21,Fall,C00677,Psychology UG Course 29,1,0,0
2020-21,Fall,C00678,Psychology UG Course 30,1,0,0
2020-21,Fall,C00679,Psychology UG Course 31,1,0,0
2020-21,Fall,C00681,Psychology UG Course 33,1,0,0
2020-21,Fall,C00682,Psychology UG Course 34,1,0,0
2020-21,Fall,C00685,Psychology UG Course 37,1,0,0
2020-21,Fall,C00686,Psychology UG Course 38,3,0,0
2020-21,Fall,C00688,Psychology UG Course 40,1,0,0
2020-21,Fall,C00704,Education UG Course 2,1,0,0
2020-21,Fall,C00705,Education UG Course 3,1,0,0
2020-21,Fall,C00707,Education UG Course 5,1,0,0
2020-21,Fall,C00708,Education UG Course 6,1,0,0
2020-21,Fall,C00712,Education UG Course 10,1,0,0
2020-21,Fall,C00713,Education UG Course 11,1,0,0
2020-21,Fall,C00714,Education UG Course 12,1,0,0
2020-21,Fall,C00715,Education UG Course 13,1,0,0
2020-21,Fall,C00716,Education UG Course 14,1,0,0
2020-21,Fall,C00717,Education UG Course 15,1,0,0
2020-21,Fall,C00718,Education UG Course 16,1,0,0
2020-21,Fall,C00719,Education UG Course 17,1,0,0
2020-21,Fall,C00720,Education UG Course 18,1,0,0
2020-21,Fall,C00721,Education UG Course 19,1,0,0
2020-21,Fall,C00723,Education UG Course 21,1,0,0
2020-21,Fall,C00724,Education UG Course 22,1,0,0
2020-21,Fall,C00726,Education UG Course 24,1,0,0
2020-21,Fall,C00727,Education UG Course 25,1,0,0
2020-21,Fall,C00728,Education UG Course 26,3,0,0
2020-21,Fall,C00729,Education UG Course 27,1,0,0
2020-21,Fall,C00731,Education UG Course 29,1,0,0
2020-21,Fall,C00732,Education UG Course 30,1,0,0
2020-21,Fall,C00733,Education UG Course 31,1,0,0
2020-21,Fall,C00734,Education UG Course 32,1,0,0
2020-21,Fall,C00735,Education UG Course 33,1,0,0
2020-21,Fall,C00737,Education UG Course 35,1,0,0
2020-21,Fall,C00738,Education UG Course 36,1,0,0
2020-21,Fall,C00740,Education UG Course 38,1,0,0
2020-21,Fall,C00742,Education UG Course 40,1,0,0
2020-21,Fall,C00757,Media UG Course 1,1,0,0
2020-21,Fall,C00758,Media UG Course 2,1,0,0
2020-21,Fall,C00762,Media UG Course 6,3,0,0
2020-21,Fall,C00763,Media UG Course 7,1,0,0
2020-21,Fall,C00764,Media UG Course 8,1,0,0
2020-21,Fall,C00766,Media UG Course 10,1,0,0
2020-21,Fall,C00767,Media UG Course 11,1,0,0
2020-21,Fall,C00768,Media UG Course 12,1,0,0
2020-21,Fall,C00770,Media UG Course 14,1,0,0
2020-21,Fall,C00773,Media UG Course 17,1,0,0
2020-21,Fall,C00774,Media UG Course 18,1,0,0
2020-21,Fall,C00775,Media UG Course 19,1,0,0
2020-21,Fall,C00776,Media UG Course 20,1,0,0
2020-21,Fall,C00777,Media UG Course 21,1,0,0
2020-21,Fall,C00778,Media UG Course 22,1,0,0
2020-21,Fall,C00780,Media UG Course 24,3,0,0
2020-21,Fall,C00781,Media UG Course 25,1,0,0
2020-21,Fall,C00782,Media UG Course 26,1,0,0
2020-21,Fall,C00783,Media UG Course 27,1,0,0
2020-21,Fall,C00785,Media UG Course 29,1,0,0
2020-21,Fall,C00786,Media UG Course 30,1,0,0
2020-21,Fall,C00787,Media UG Course 31,1,0,0
2020-21,Fall,C00788,Media UG Course 32,1,0,0
2020-21,Fall,C00789,Media UG Course 33,1,0,0
2020-21,Fall,C00791,Media UG Course 35,1,0,0
2020-21,Fall,C00792,Media UG Course 36,1,0,0
2020-21,Fall,C00794,Media UG Course 38,1,0,0
2020-21,Spring,C00004,Management UG Course 4,1,0,0
2020-21,Spring,C00005,Management UG Course 5,1,0,0
2020-21,Spring,C00006,Management UG Course 6,1,0,0
2020-21,Spring,C00007,Management UG Course 7,1,0,0
2020-21,Spring,C00008,Management UG Course 8,1,0,0
2020-21,Spring,C00009,Management UG Course 9,1,0,0
2020-21,Spring,C00010,Management UG Course 10,1,0,0
2020-21,Spring,C00011,Management UG Course 11,1,0,0
2020-21,Spring,C00015,Management UG Course 15,1,0,0
2020-21,Spring,C00016,Management UG Course 16,1,0,0
2020-21,Spring,C00018,Management UG Course 18,1,0,0
2020-21,Spring,C00019,Management UG Course 19,1,0,0
2020-21,Spring,C00020,Management UG Course 20,1,0,0
2020-21,Spring,C00021,Management UG Course 21,1,0,0
2020-21,Spring,C00022,Management UG Course 22,2,0,0
2020-21,Spring,C00023,Management UG Course 23,1,0,0
2020-21,Spring,C00024,Management UG Course 24,1,0,0
2020-21,Spring,C00025,Management UG Course 25,1,0,0
2020-21,Spring,C00026,Management UG Course 26,1,0,0
2020-21,Spring,C00027,Management UG Course 27,1,0,0
2020-21,Spring,C00028,Management UG Course 28,1,0,0
2020-21,Spring,C00029,Management UG Course 29,1,0,0
2020-21,Spring,C00030,Management UG Course 30,2,0,0
2020-21,Spring,C00033,Management UG Course 33,2,0,0
2020-21,Spring,C00034,Management UG Course 34,1,0,0
2020-21,Spring,C00035,Management UG Course 35,1,0,0
2020-21,Spring,C00036,Management UG Course 36,1,0,0
2020-21,Spring,C00038,Management UG Course 38,1,0,0
2020-21,Spring,C00039,Management UG Course 39,1,0,0
2020-21,Spring,C00055,Finance UG Course 1,1,0,0
2020-21,Spring,C00056,Finance UG Course 2,1,0,0
2020-21,Spring,C00058,Finance UG Course 4,1,0,0
2020-21,Spring,C00059,Finance UG Course 5,1,0,0
2020-21,Spring,C00060,Finance UG Course 6,1,0,0
2020-21,Spring,C00061,Finance UG Course 7,1,0,0
2020-21,Spring,C00062,Finance UG Course 8,1,0,0
2020-21,Spring,C00063,Finance UG Course 9,1,0,0
2020-21,Spring,C00064,Finance UG Course 10,1,0,0
2020-21,Spring,C00065,Finance UG Course 11,1,0,0
2020-21,Spring,C00066,Finance UG Course 12,1,0,0
2020-21,Spring,C00067,Finance UG Course 13,1,0,0
2020-21,Spring,C00068,Finance UG Course 14,1,0,0
2020-21,Spring,C00069,Finance UG Course 15,1,0,0
2020-21,Spring,C00072,Finance UG Course 18,1,0,0
2020-21,Spring,C00073,Finance UG Course 19,2,0,0
2020-21,Spring,C00074,Finance UG Course 20,1,0,0
2020-21,Spring,C00075,Finance UG Course 21,1,0,0
2020-21,Spring,C00076,Finance UG Course 22,1,0,0
2020-21,Spring,C00079,Finance UG Course 25,1,0,0
2020-21,Spring,C00080,Finance UG Course 26,1,0,0
2020-21,Spring,C00082,Finance UG Course 28,1,0,0
2020-21,Spring,C00083,Finance UG Course 29,1,0,0
2020-21,Spring,C00084,Finance UG Course 30,1,0,0
2020-21,Spring,C00087,Finance UG Course 33,1,0,0
2020-21,Spring,C00088,Finance UG Course 34,1,0,0
2020-21,Spring,C00089,Finance UG Course 35,1,0,0
2020-21,Spring,C00090,Finance UG Course 36,1,0,0
2020-21,Spring,C00091,Finance UG Course 37,1,0,0
2020-21,Spring,C00093,Finance UG Course 39,1,0,0
2020-21,Spring,C00094,Finance UG Course 40,1,0,0
2020-21,Spring,C00109,Marketing UG Course 1,1,0,0
2020-21,Spring,C00110,Marketing UG Course 2,1,0,0
2020-21,Spring,C00111,Marketing UG Course 3,1,0,0
2020-21,Spring,C00112,Marketing UG Course 4,1,0,0
2020-21,Spring,C00113,Marketing UG Course 5,1,0,0
2020-21,Spring,C00115,Marketing UG Course 7,1,0,0
2020-21,Spring,C00117,Marketing UG Course 9,1,0,0
2020-21,Spring,C00118,Marketing UG Course 10,1,0,0
2020-21,Spring,C00119,Marketing UG Course 11,1,0,0
2020-21,Spring,C00122,Marketing UG Course 14,1,0,0
2020-21,Spring,C00123,Marketing UG Course 15,2,0,0
2020-21,Spring,C00124,Marketing UG Course 16,1,0,0
2020-21,Spring,C00125,Marketing UG Course 17,1,0,0
2020-21,Spring,C00126,Marketing UG Course 18,1,0,0
2020-21,Spring,C00127,Marketing UG Course 19,1,0,0
2020-21,Spring,C00129,Marketing UG Course 21,1,0,0
2020-21,Spring,C00130,Marketing UG Course 22,1,0,0
2020-21,Spring,C00132,Marketing UG Course 24,1,0,0
2020-21,Spring,C00133,Marketing UG Course 25,1,0,0
2020-21,Spring,C00134,Marketing UG Course 26,1,0,0
2020-21,Spring,C00135,Marketing UG Course 27,1,0,0
2020-21,Spring,C00136,Marketing UG Course 28,1,0,0
2020-21,Spring,C00137,Marketing UG Course 29,1,0,0
2020-21,Spring,C00139,Marketing UG Course 31,1,0,0
2020-21,Spring,C00140,Marketing UG Course 32,1,0,0
2020-21,Spring,C00141,Marketing UG Course 33,1,0,0
2020-21,Spring,C00144,Marketing UG Course 36,1,0,0
2020-21,Spring,C00146,Marketing UG Course 38,1,0,0
2020-21,Spring,C00163,Civil UG Course 1,1,0,0
2020-21,Spring,C00164,Civil UG Course 2,1,0,0
2020-21,Spring,C00165,Civil UG Course 3,1,0,0
2020-21,Spring,C00166,Civil UG Course 4,1,0,0
2020-21,Spring,C00167,Civil UG Course 5,1,0,0
2020-21,Spring,C00169,Civil UG Course 7,1,0,0
2020-21,Spring,C00170,Civil UG Course 8,1,0,0
2020-21,Spring,C00171,Civil UG Course 9,1,0,0
2020-21,Spring,C00172,Civil UG Course 10,1,1,100
2020-21,Spring,C00173,Civil UG Course 11,1,0,0
2020-21,Spring,C00174,Civil UG Course 12,1,0,0
2020-21,Spring,C00175,Civil UG Course 13,1,0,0
2020-21,Spring,C00176,Civil UG Course 14,1,0,0
2020-21,Spring,C00178,Civil UG Course 16,1,0,0
2020-21,Spring,C00179,Civil UG Course 17,1,0,0
2020-21,Spring,C00180,Civil UG Course 18,1,0,0
2020-21,Spring,C00181,Civil UG Course 19,1,0,0
2020-21,Spring,C00182,Civil UG Course 20,1,0,0
2020-21,Spring,C00183,Civil UG Course 21,1,0,0
2020-21,Spring,C00184,Civil UG Course 22,1,0,0
2020-21,Spring,C00185,Civil UG Course 23,1,0,0
2020-21,Spring,C00186,Civil UG Course 24,1,0,0
2020-21,Spring,C00187,Civil UG Course 25,1,0,0
2020-21,Spring,C00189,Civil UG Course 27,1,0,0
2020-21,Spring,C00190,Civil UG Course 28,1,0,0
2020-21,Spring,C00192,Civil UG Course 30,1,0,0
2020-21,Spring,C00193,Civil UG Course 31,1,0,0
2020-21,Spring,C00194,Civil UG Course 32,1,0,0
2020-21,Spring,C00195,Civil UG Course 33,1,0,0
2020-21,Spring,C00197,Civil UG Course 35,1,0,0
2020-21,Spring,C00199,Civil UG Course 37,1,0,0
2020-21,Spring,C00200,Civil UG Course 38,1,0,0
2020-21,Spring,C00201,Civil UG Course 39,1,0,0
2020-21,Spring,C00202,Civil UG Course 40,1,0,0
2020-21,Spring,C00204,Civil PG Course 2,1,0,0
2020-21,Spring,C00206,Civil PG Course 4,1,0,0
2020-21,Spring,C00210,Civil PG Course 8,1,0,0
2020-21,Spring,C00213,Civil PG Course 11,1,0,0
2020-21,Spring,C00214,Civil PG Course 12,1,0,0
2020-21,Spring,C00218,Mechanical UG Course 2,1,0,0
2020-21,Spring,C00219,Mechanical UG Course 3,1,0,0
2020-21,Spring,C00223,Mechanical UG Course 7,1,0,0
2020-21,Spring,C00225,Mechanical UG Course 9,1,0,0
2020-21,Spring,C00226,Mechanical UG Course 10,1,0,0
2020-21,Spring,C00227,Mechanical UG Course 11,1,0,0
2020-21,Spring,C00228,Mechanical UG Course 12,1,1,100
2020-21,Spring,C00229,Mechanical UG Course 13,1,0,0
2020-21,Spring,C00230,Mechanical UG Course 14,1,0,0
2020-21,Spring,C00231,Mechanical UG Course 15,1,0,0
2020-21,Spring,C00232,Mechanical UG Course 16,1,0,0
2020-21,Spring,C00234,Mechanical UG Course 18,1,0,0
2020-21,Spring,C00237,Mechanical UG Course 21,1,0,0
2020-21,Spring,C00239,Mechanical UG Course 23,1,0,0
2020-21,Spring,C00240,Mechanical UG Course 24,1,0,0
2020-21,Spring,C00244,Mechanical UG Course 28,1,0,0
2020-21,Spring,C00246,Mechanical UG Course 30,1,0,0
2020-21,Spring,C00247,Mechanical UG Course 31,1,0,0
2020-21,Spring,C00252,Mechanical UG Course 36,1,0,0
2020-21,Spring,C00253,Mechanical UG Course 37,2,0,0
2020-21,Spring,C00254,Mechanical UG Course 38,1,0,0
2020-21,Spring,C00255,Mechanical UG Course 39,1,0,0
2020-21,Spring,C00257,Mechanical PG Course 1,1,1,100
2020-21,Spring,C00259,Mechanical PG Course 3,1,0,0
2020-21,Spring,C00260,Mechanical PG Course 4,1,0,0
2020-21,Spring,C00262,Mechanical PG Course 6,1,0,0
2020-21,Spring,C00264,Mechanical PG Course 8,1,0,0
2020-21,Spring,C00265,Mechanical PG Course 9,1,0,0
2020-21,Spring,C00266,Mechanical PG Course 10,1,0,0
2020-21,Spring,C00268,Mechanical PG Course 12,1,0,0
2020-21,Spring,C00269,Mechanical PG Course 13,1,0,0
2020-21,Spring,C00272,Electrical UG Course 2,1,1,100
2020-21,Spring,C00278,Electrical UG Course 8,1,0,0
2020-21,Spring,C00281,Electrical UG Course 11,1,0,0
2020-21,Spring,C00284,Electrical UG Course 14,1,1,100
2020-21,Spring,C00286,Electrical UG Course 16,1,0,0
2020-21,Spring,C00296,Electrical UG Course 26,1,1,100
2020-21,Spring,C00297,Electrical UG Course 27,1,0,0
2020-21,Spring,C00301,Electrical UG Course 31,1,0,0
2020-21,Spring,C00313,Electrical PG Course 3,1,0,0
2020-21,Spring,C00314,Electrical PG Course 4,1,0,0
2020-21,Spring,C00315,Electrical PG Course 5,1,0,0
2020-21,Spring,C00316,Electrical PG Course 6,1,1,100
2020-21,Spring,C00317,Electrical PG Course 7,1,0,0
2020-21,Spring,C00318,Electrical PG Course 8,1,0,0
2020-21,Spring,C00319,Electrical PG Course 9,1,1,100
2020-21,Spring,C00320,Electrical PG Course 10,1,0,0
2020-21,Spring,C00322,Electrical PG Course 12,1,0,0
2020-21,Spring,C00323,Electrical PG Course 13,2,1,50
2020-21,Spring,C00324,Electrical PG Course 14,1,0,0
2020-21,Spring,C00325,Computer Science UG Course 1,1,0,0
2020-21,Spring,C00326,Computer Science UG Course 2,1,0,0
2020-21,Spring,C00328,Computer Science UG Course 4,1,0,0
2020-21,Spring,C00330,Computer Science UG Course 6,1,0,0
2020-21,Spring,C00331,Computer Science UG Course 7,1,0,0
2020-21,Spring,C00332,Computer Science UG Course 8,1,0,0
2020-21,Spring,C00333,Computer Science UG Course 9,2,2,100
2020-21,Spring,C00334,Computer Science UG Course 10,1,0,0
2020-21,Spring,C00337,Computer Science UG Course 13,1,0,0
2020-21,Spring,C00340,Computer Science UG Course 16,1,0,0
2020-21,Spring,C00341,Computer Science UG Course 17,1,0,0
2020-21,Spring,C00342,Computer Science UG Course 18,2,2,100
2020-21,Spring,C00347,Computer Science UG Course 23,1,0,0
2020-21,Spring,C00348,Computer Science UG Course 24,1,0,0
2020-21,Spring,C00349,Computer Science UG Course 25,1,0,0
2020-21,Spring,C00350,Computer Science UG Course 26,1,0,0
2020-21,Spring,C00351,Computer Science UG Course 27,1,0,0
2020-21,Spring,C00354,Computer Science UG Course 30,1,0,0
2020-21,Spring,C00355,Computer Science UG Course 31,1,0,0
2020-21,Spring,C00356,Computer Science UG Course 32,1,0,0
2020-21,Spring,C00357,Computer Science UG Course 33,1,0,0
2020-21,Spring,C00359,Computer Science UG Course 35,1,0,0
2020-21,Spring,C00360,Computer Science UG Course 36,1,0,0
2020-21,Spring,C00361,Computer Science UG Course 37,1,0,0
2020-21,Spring,C00362,Computer Science UG Course 38,1,0,0
2020-21,Spring,C00363,Computer Science UG Course 39,1,0,0
2020-21,Spring,C00364,Computer Science UG Course 40,1,0,0
2020-21,Spring,C00379,Data Science UG Course 1,1,0,0
2020-21,Spring,C00380,Data Science UG Course 2,1,0,0
2020-21,Spring,C00381,Data Science UG Course 3,1,0,0
2020-21,Spring,C00383,Data Science UG Course 5,1,0,0
2020-21,Spring,C00384,Data Science UG Course 6,1,0,0
2020-21,Spring,C00388,Data Science UG Course 10,1,0,0
2020-21,Spring,C00391,Data Science UG Course 13,1,0,0
2020-21,Spring,C00392,Data Science UG Course 14,1,0,0
2020-21,Spring,C00393,Data Science UG Course 15,1,0,0
2020-21,Spring,C00394,Data Science UG Course 16,1,0,0
2020-21,Spring,C00395,Data Science UG Course 17,1,0,0
2020-21,Spring,C00397,Data Science UG Course 19,1,0,0
2020-21,Spring,C00398,Data Science UG Course 20,1,0,0
2020-21,Spring,C00399,Data Science UG Course 21,1,0,0
2020-21,Spring,C00400,Data Science UG Course 22,1,0,0
2020-21,Spring,C00401,Data Science UG Course 23,2,2,100
2020-21,Spring,C00403,Data Science UG Course 25,2,2,100
2020-21,Spring,C00404,Data Science UG Course 26,1,0,0
2020-21,Spring,C00405,Data Science UG Course 27,1,0,0
2020-21,Spring,C00406,Data Science UG Course 28,1,0,0
2020-21,Spring,C00408,Data Science UG Course 30,2,2,100
2020-21,Spring,C00409,Data Science UG Course 31,1,0,0
2020-21,Spring,C00411,Data Science UG Course 33,1,0,0
2020-21,Spring,C00413,Data Science UG Course 35,1,0,0
2020-21,Spring,C00414,Data Science UG Course 36,2,2,100
2020-21,Spring,C00415,Data Science UG Course 37,1,0,0
2020-21,Spring,C00416,Data Science UG Course 38,1,0,0
2020-21,Spring,C00417,Data Science UG Course 39,1,0,0
2020-21,Spring,C00420,Data Science PG Course 2,1,0,0
2020-21,Spring,C00424,Data Science PG Course 6,1,0,0
2020-21,Spring,C00427,Data Science PG Course 9,1,0,0
2020-21,Spring,C00433,Cybersecurity UG Course 1,1,0,0
2020-21,Spring,C00434,Cybersecurity UG Course 2,1,0,0
2020-21,Spring,C00435,Cybersecurity UG Course 3,1,0,0
2020-21,Spring,C00436,Cybersecurity UG Course 4,1,0,0
2020-21,Spring,C00437,Cybersecurity UG Course 5,1,0,0
2020-21,Spring,C00438,Cybersecurity UG Course 6,1,0,0
2020-21,Spring,C00441,Cybersecurity UG Course 9,1,0,0
2020-21,Spring,C00442,Cybersecurity UG Course 10,1,0,0
2020-21,Spring,C00444,Cybersecurity UG Course 12,1,0,0
2020-21,Spring,C00446,Cybersecurity UG Course 14,1,0,0
2020-21,Spring,C00447,Cybersecurity UG Course 15,1,0,0
2020-21,Spring,C00448,Cybersecurity UG Course 16,1,0,0
2020-21,Spring,C00449,Cybersecurity UG Course 17,1,0,0
2020-21,Spring,C00452,Cybersecurity UG Course 20,1,0,0
2020-21,Spring,C00456,Cybersecurity UG Course 24,1,0,0
2020-21,Spring,C00457,Cybersecurity UG Course 25,1,0,0
2020-21,Spring,C00458,Cybersecurity UG Course 26,1,0,0
2020-21,Spring,C00459,Cybersecurity UG Course 27,1,0,0
2020-21,Spring,C00460,Cybersecurity UG Course 28,1,0,0
2020-21,Spring,C00461,Cybersecurity UG Course 29,1,0,0
2020-21,Spring,C00462,Cybersecurity UG Course 30,1,0,0
2020-21,Spring,C00463,Cybersecurity UG Course 31,1,0,0
2020-21,Spring,C00466,Cybersecurity UG Course 34,1,0,0
2020-21,Spring,C00468,Cybersecurity UG Course 36,1,0,0
2020-21,Spring,C00474,Cybersecurity PG Course 2,1,0,0
2020-21,Spring,C00476,Cybersecurity PG Course 4,1,0,0
2020-21,Spring,C00479,Cybersecurity PG Course 7,1,0,0
2020-21,Spring,C00480,Cybersecurity PG Course 8,1,0,0
2020-21,Spring,C00483,Cybersecurity PG Course 11,1,0,0
2020-21,Spring,C00484,Cybersecurity PG Course 12,1,0,0
2020-21,Spring,C00486,Cybersecurity PG Course 14,1,0,0
2020-21,Spring,C00487,Nursing UG Course 1,1,0,0
2020-21,Spring,C00488,Nursing UG Course 2,1,0,0
2020-21,Spring,C00490,Nursing UG Course 4,3,3,100
2020-21,Spring,C00492,Nursing UG Course 6,1,0,0
2020-21,Spring,C00494,Nursing UG Course 8,1,0,0
2020-21,Spring,C00495,Nursing UG Course 9,3,3,100
2020-21,Spring,C00499,Nursing UG Course 13,1,0,0
2020-21,Spring,C00500,Nursing UG Course 14,1,0,0
2020-21,Spring,C00502,Nursing UG Course 16,1,0,0
2020-21,Spring,C00505,Nursing UG Course 19,1,0,0
2020-21,Spring,C00506,Nursing UG Course 20,1,0,0
2020-21,Spring,C00507,Nursing UG Course 21,1,0,0
2020-21,Spring,C00508,Nursing UG Course 22,1,0,0
2020-21,Spring,C00509,Nursing UG Course 23,1,0,0
2020-21,Spring,C00510,Nursing UG Course 24,1,0,0
2020-21,Spring,C00511,Nursing UG Course 25,1,0,0
2020-21,Spring,C00513,Nursing UG Course 27,1,0,0
2020-21,Spring,C00515,Nursing UG Course 29,1,0,0
2020-21,Spring,C00517,Nursing UG Course 31,3,3,100
2020-21,Spring,C00520,Nursing UG Course 34,3,3,100
2020-21,Spring,C00522,Nursing UG Course 36,1,0,0
2020-21,Spring,C00526,Nursing UG Course 40,1,0,0
2020-21,Spring,C00527,Nursing PG Course 1,1,0,0
2020-21,Spring,C00528,Nursing PG Course 2,1,0,0
2020-21,Spring,C00530,Nursing PG Course 4,1,0,0
2020-21,Spring,C00531,Nursing PG Course 5,1,0,0
2020-21,Spring,C00532,Nursing PG Course 6,1,0,0
2020-21,Spring,C00533,Nursing PG Course 7,1,0,0
2020-21,Spring,C00534,Nursing PG Course 8,1,1,100
2020-21,Spring,C00537,Nursing PG Course 11,1,0,0
2020-21,Spring,C00540,Nursing PG Course 14,1,0,0
2020-21,Spring,C00541,Public Health UG Course 1,3,3,100
2020-21,Spring,C00542,Public Health UG Course 2,1,0,0
2020-21,Spring,C00543,Public Health UG Course 3,1,0,0
2020-21,Spring,C00544,Public Health UG Course 4,1,0,0
2020-21,Spring,C00546,Public Health UG Course 6,1,0,0
2020-21,Spring,C00547,Public Health UG Course 7,1,0,0
2020-21,Spring,C00548,Public Health UG Course 8,1,0,0
2020-21,Spring,C00550,Public Health UG Course 10,2,2,100
2020-21,Spring,C00551,Public Health UG Course 11,1,0,0
2020-21,Spring,C00552,Public Health UG Course 12,1,0,0
2020-21,Spring,C00553,Public Health UG Course 13,1,0,0
2020-21,Spring,C00555,Public Health UG Course 15,1,0,0
2020-21,Spring,C00557,Public Health UG Course 17,1,0,0
2020-21,Spring,C00558,Public Health UG Course 18,1,0,0
2020-21,Spring,C00560,Public Health UG Course 20,1,0,0
2020-21,Spring,C00561,Public Health UG Course 21,1,0,0
2020-21,Spring,C00562,Public Health UG Course 22,1,0,0
2020-21,Spring,C00564,Public Health UG Course 24,1,0,0
2020-21,Spring,C00565,Public Health UG Course 25,1,0,0
2020-21,Spring,C00566,Public Health UG Course 26,1,0,0
2020-21,Spring,C00568,Public Health UG Course 28,1,0,0
2020-21,Spring,C00569,Public Health UG Course 29,1,0,0
2020-21,Spring,C00570,Public Health UG Course 30,1,0,0
2020-21,Spring,C00571,Public Health UG Course 31,1,0,0
2020-21,Spring,C00573,Public Health UG Course 33,1,0,0
2020-21,Spring,C00576,Public Health UG Course 36,1,0,0
2020-21,Spring,C00577,Public Health UG Course 37,1,0,0
2020-21,Spring,C00578,Public Health UG Course 38,1,0,0
2020-21,Spring,C00580,Public Health UG Course 40,1,0,0
2020-21,Spring,C00589,Public Health PG Course 9,1,0,0
2020-21,Spring,C00590,Public Health PG Course 10,1,0,0
2020-21,Spring,C00594,Public Health PG Course 14,1,0,0
2020-21,Spring,C00595,Pharmacy UG Course 1,1,0,0
2020-21,Spring,C00596,Pharmacy UG Course 2,1,0,0
2020-21,Spring,C00598,Pharmacy UG Course 4,1,0,0
2020-21,Spring,C00599,Pharmacy UG Course 5,1,0,0
2020-21,Spring,C00600,Pharmacy UG Course 6,1,0,0
2020-21,Spring,C00601,Pharmacy UG Course 7,2,2,100
2020-21,Spring,C00603,Pharmacy UG Course 9,1,0,0
2020-21,Spring,C00604,Pharmacy UG Course 10,1,0,0
2020-21,Spring,C00606,Pharmacy UG Course 12,1,0,0
2020-21,Spring,C00607,Pharmacy UG Course 13,1,0,0
2020-21,Spring,C00608,Pharmacy UG Course 14,1,0,0
2020-21,Spring,C00609,Pharmacy UG Course 15,1,0,0
2020-21,Spring,C00610,Pharmacy UG Course 16,1,0,0
2020-21,Spring,C00611,Pharmacy UG Course 17,1,0,0
2020-21,Spring,C00613,Pharmacy UG Course 19,1,0,0
2020-21,Spring,C00614,Pharmacy UG Course 20,1,0,0
2020-21,Spring,C00615,Pharmacy UG Course 21,1,0,0
2020-21,Spring,C00618,Pharmacy UG Course 24,1,0,0
2020-21,Spring,C00619,Pharmacy UG Course 25,1,0,0
